MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10008632585,32791870,0.02,Active Import Interval (kW),03-08-2025 10:30
10008632585,32791870,0.018,Active Import Interval (kW),03-08-2025 10:00
10008632585,32791870,0.015,Active Import Interval (kW),03-08-2025 09:30
10008632585,32791870,0.015,Active Import Interval (kW),03-08-2025 09:00
10008632585,32791870,0.037,Active Import Interval (kW),03-08-2025 08:30
10008632585,32791870,0.022,Active Import Interval (kW),03-08-2025 08:00
10008632585,32791870,0.017,Active Import Interval (kW),03-08-2025 07:30
10008632585,32791870,0.017,Active Import Interval (kW),03-08-2025 07:00
10008632585,32791870,0.013,Active Import Interval (kW),03-08-2025 06:30
10008632585,32791870,0.014,Active Import Interval (kW),03-08-2025 06:00
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 05:30
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 05:00
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 04:30
10008632585,32791870,0.014,Active Import Interval (kW),03-08-2025 04:00
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 03:30
10008632585,32791870,0.015,Active Import Interval (kW),03-08-2025 03:00
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 02:30
10008632585,32791870,0.015,Active Import Interval (kW),03-08-2025 02:00
10008632585,32791870,0.014,Active Import Interval (kW),03-08-2025 01:30
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 01:00
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 00:30
10008632585,32791870,0.016,Active Import Interval (kW),03-08-2025 00:00
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 23:30
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 23:00
10008632585,32791870,0.016,Active Import Interval (kW),02-08-2025 22:30
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 22:00
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 21:30
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 21:00
10008632585,32791870,0.017,Active Import Interval (kW),02-08-2025 20:30
10008632585,32791870,0.019,Active Import Interval (kW),02-08-2025 20:00
10008632585,32791870,0.019,Active Import Interval (kW),02-08-2025 19:30
10008632585,32791870,0.019,Active Import Interval (kW),02-08-2025 19:00
10008632585,32791870,0.021,Active Import Interval (kW),02-08-2025 18:30
10008632585,32791870,0.002,Active Import Interval (kW),02-08-2025 18:00
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 17:30
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 16:30
10008632585,32791870,0.001,Active Import Interval (kW),02-08-2025 16:00
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 15:30
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 15:00
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 14:30
10008632585,32791870,0.001,Active Import Interval (kW),02-08-2025 14:00
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 13:30
10008632585,32791870,0,Active Import Interval (kW),02-08-2025 13:00
10008632585,32791870,0.009,Active Import Interval (kW),02-08-2025 12:30
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 12:00
10008632585,32791870,0.018,Active Import Interval (kW),02-08-2025 11:30
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 11:00
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 10:30
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 10:00
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 09:30
10008632585,32791870,0.019,Active Import Interval (kW),02-08-2025 09:00
10008632585,32791870,0.035,Active Import Interval (kW),02-08-2025 08:30
10008632585,32791870,0.017,Active Import Interval (kW),02-08-2025 08:00
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 07:30
10008632585,32791870,0.016,Active Import Interval (kW),02-08-2025 07:00
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 06:30
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 06:00
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 05:30
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 05:00
10008632585,32791870,0.017,Active Import Interval (kW),02-08-2025 04:30
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 04:00
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 03:30
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 03:00
10008632585,32791870,0.016,Active Import Interval (kW),02-08-2025 02:30
10008632585,32791870,0.016,Active Import Interval (kW),02-08-2025 02:00
10008632585,32791870,0.016,Active Import Interval (kW),02-08-2025 01:30
10008632585,32791870,0.015,Active Import Interval (kW),02-08-2025 01:00
10008632585,32791870,0.014,Active Import Interval (kW),02-08-2025 00:30
10008632585,32791870,0.017,Active Import Interval (kW),02-08-2025 00:00
10008632585,32791870,0.016,Active Import Interval (kW),01-08-2025 23:30
10008632585,32791870,0.015,Active Import Interval (kW),01-08-2025 23:00
10008632585,32791870,0.014,Active Import Interval (kW),01-08-2025 22:30
10008632585,32791870,0.015,Active Import Interval (kW),01-08-2025 22:00
10008632585,32791870,0.016,Active Import Interval (kW),01-08-2025 21:30
10008632585,32791870,0.019,Active Import Interval (kW),01-08-2025 21:00
10008632585,32791870,0.017,Active Import Interval (kW),01-08-2025 20:30
10008632585,32791870,0.022,Active Import Interval (kW),01-08-2025 20:00
10008632585,32791870,0.002,Active Import Interval (kW),01-08-2025 19:30
10008632585,32791870,0,Active Import Interval (kW),01-08-2025 19:00
10008632585,32791870,0,Active Import Interval (kW),01-08-2025 18:30
10008632585,32791870,0,Active Import Interval (kW),01-08-2025 18:00
10008632585,32791870,0.002,Active Import Interval (kW),01-08-2025 17:30
10008632585,32791870,0.005,Active Import Interval (kW),01-08-2025 17:00
10008632585,32791870,0,Active Import Interval (kW),01-08-2025 16:30
10008632585,32791870,0,Active Import Interval (kW),01-08-2025 16:00
10008632585,32791870,0,Active Import Interval (kW),01-08-2025 15:30
10008632585,32791870,0.001,Active Import Interval (kW),01-08-2025 15:00
10008632585,32791870,0.001,Active Import Interval (kW),01-08-2025 14:30
10008632585,32791870,0.015,Active Import Interval (kW),01-08-2025 14:00
10008632585,32791870,0.018,Active Import Interval (kW),01-08-2025 13:30
10008632585,32791870,0.022,Active Import Interval (kW),01-08-2025 13:00
10008632585,32791870,0.028,Active Import Interval (kW),01-08-2025 12:30
10008632585,32791870,0.033,Active Import Interval (kW),01-08-2025 12:00
10008632585,32791870,0.018,Active Import Interval (kW),01-08-2025 11:30
10008632585,32791870,0.014,Active Import Interval (kW),01-08-2025 11:00
10008632585,32791870,5.584,Active Import Interval (kW),01-08-2025 10:30
10008632585,32791870,7.1,Active Import Interval (kW),01-08-2025 10:00
10008632585,32791870,2.086,Active Import Interval (kW),01-08-2025 09:30
10008632585,32791870,0.031,Active Import Interval (kW),01-08-2025 09:00
10008632585,32791870,0.026,Active Import Interval (kW),01-08-2025 08:30
10008632585,32791870,0.085,Active Import Interval (kW),01-08-2025 08:00
10008632585,32791870,0.054,Active Import Interval (kW),01-08-2025 07:30
10008632585,32791870,0.123,Active Import Interval (kW),01-08-2025 07:00
10008632585,32791870,0.236,Active Import Interval (kW),01-08-2025 06:30
10008632585,32791870,0.203,Active Import Interval (kW),01-08-2025 06:00
10008632585,32791870,0.132,Active Import Interval (kW),01-08-2025 05:30
10008632585,32791870,7.537,Active Import Interval (kW),01-08-2025 05:00
10008632585,32791870,7.568,Active Import Interval (kW),01-08-2025 04:30
10008632585,32791870,7.571,Active Import Interval (kW),01-08-2025 04:00
10008632585,32791870,7.618,Active Import Interval (kW),01-08-2025 03:30
10008632585,32791870,6.894,Active Import Interval (kW),01-08-2025 03:00
10008632585,32791870,6.194,Active Import Interval (kW),01-08-2025 02:30
10008632585,32791870,0.016,Active Import Interval (kW),01-08-2025 02:00
10008632585,32791870,0.016,Active Import Interval (kW),01-08-2025 01:30
10008632585,32791870,0.016,Active Import Interval (kW),01-08-2025 01:00
10008632585,32791870,0.015,Active Import Interval (kW),01-08-2025 00:30
10008632585,32791870,0.014,Active Import Interval (kW),01-08-2025 00:00
